stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
38.10201813,1,273,13.32783379,Europe/Rome,,,,CALATAFIMI - DE FILIPPO,0,273,1
38.1021091,1,274,13.32779337,Europe/Rome,,,,CALATAFIMI - DE FILIPPO,0,274,1
38.10361083,1,275,13.33177064,Europe/Rome,,,,CALATAFIMI - DRAGO,0,275,1
38.09235667,1,276,13.30573833,Europe/Rome,,,,CALATAFIMI - FONTANA DEL PESCATORE,0,276,1
38.09244667,1,277,13.30578167,Europe/Rome,,,,CALATAFIMI - FONTANA DEL PESCATORE,0,277,1
38.11032025,1,278,13.34819287,Europe/Rome,,,,CALATAFIMI - INDIPENDENZA,0,278,1
38.09949989,1,279,13.32160327,Europe/Rome,,,,CALATAFIMI - LENIN MANCUSO,0,279,1
38.18351119,1,2268,13.31493477,Europe/Rome,,,,MARCIANO,0,2268,1
38.0946984,1,2269,13.34166355,Europe/Rome,,,,LUSSORIO CAU - BASILE,0,2269,1
38.09679833,1,1132,13.42648833,Europe/Rome,,,,MESSINA MARINE - ACQUA DEI CORSARI,0,1132,1
38.13154069,1,2267,13.35837328,Europe/Rome,,,,ALBANESE - DELLA PACE,0,2267,1
38.075835,1,108,13.31023333,Europe/Rome,,,,AQUINO - CARTIERA,0,108,1
38.1527429862,1,,13.3402113192,Europe/Rome,,,,STADIO - FANTE,1,60000,1
38.14356,1,102,13.33190167,Europe/Rome,,,,AQUILEIA - DELLE ALPI,0,102,1
38.14161833,1,103,13.33345667,Europe/Rome,,,,AQUILEIA - LAZIO,0,103,1
38.19936,1,100,13.317285,Europe/Rome,,,,APOLLO - AGLAIA,0,100,1
38.19812167,1,101,13.31454,Europe/Rome,,,,APOLLO - CATALANO,0,101,1
38.07461261,1,106,13.30829367,Europe/Rome,,,,AQUINO - CALO',0,106,1
38.07588833,1,107,13.31022833,Europe/Rome,,,,AQUINO - CARTIERA,0,107,1
38.14174833,1,104,13.33316833,Europe/Rome,,,,AQUILEIA - LAZIO,0,104,1
38.07466012,1,105,13.30828026,Europe/Rome,,,,AQUINO - CALO',0,105,1
38.20863833,1,2046,13.328705,Europe/Rome,,,,TORRE - LI GRECI,0,2046,1
38.21038392,1,2047,13.32802802,Europe/Rome,,,,TORRE - PIANO GALLO ESTERNA,0,2047,1
38.17971604,1,2044,13.29543382,Europe/Rome,,,,TOMMASO NATALE,0,2044,1
38.17964245,1,2045,13.29538326,Europe/Rome,,,,TOMMASO NATALE,0,2045,1
38.18728745,1,2042,13.28939029,Europe/Rome,,,,TOMMASO NATALE - SOCRATE,0,2042,1
38.18660313,1,2043,13.28983847,Europe/Rome,,,,TOMMASO NATALE - SOCRATE,0,2043,1
38.18466855,1,2040,13.29131126,Europe/Rome,,,,TOMMASO NATALE - PASSAGGIO A LIVELLO,0,2040,1
38.1848799833,1,2041,13.2910205967,Europe/Rome,,,,TOMMASO NATALE - PASSAGGIO A LIVELLO,0,2041,1
38.21045333,1,2048,13.327935,Europe/Rome,,,,TORRE - PIANO GALLO INTERNA,0,2048,1
38.20634,1,2049,13.325295,Europe/Rome,,,,TORRE MONDELLO - TETI,0,2049,1
38.08523322,1,1210,13.35324602,Europe/Rome,,,,MONETA - ERMELLINO,0,1210,1
38.08233333,1,99,13.35709167,Europe/Rome,,,,ANTILOPE - GUIDO ROSSA,0,99,1
38.08405111,1,98,13.35620732,Europe/Rome,,,,ANTILOPE - ERMELLINO,0,98,1
38.1439172233,1,91,13.36267897,Europe/Rome,,,,AMMIRAGLIO RIZZO - JUNG,0,91,1
38.14350667,1,90,13.35926167,Europe/Rome,,,,AMMIRAGLIO RIZZO - GENERALE CASCINO,0,90,1
38.144341795,1,93,13.367691525,Europe/Rome,,,,AMMIRAGLIO RIZZO - PIAZZA ACQUASANTA,0,93,1
38.144015,1,92,13.36322167,Europe/Rome,,,,AMMIRAGLIO RIZZO - JUNG,0,92,1
38.19519833,1,95,13.31479833,Europe/Rome,,,,ANTIGONE - CASTELFORTE,0,95,1
38.14434667,1,94,13.367305,Europe/Rome,,,,AMMIRAGLIO RIZZO - PIAZZA ACQUASANTA,0,94,1
38.19434384,1,97,13.31336707,Europe/Rome,,,,ANTIGONE - PORTA DI MARE,0,97,1
38.193225,1,96,13.31168833,Europe/Rome,,,,ANTIGONE - NICOTI,0,96,1
38.15245333,1,1991,13.33085833,Europe/Rome,,,,STRASBURGO - BELGIO,0,1991,1
38.15452,1,1990,13.32865833,Europe/Rome,,,,STRASBURGO - ALDISIO,0,1990,1
38.14578156,1,1621,13.36795136,Europe/Rome,,,,RAMPOLLA - MONTINI,0,1621,1
38.15232667,1,1992,13.33076167,Europe/Rome,,,,STRASBURGO - BELGIO,0,1992,1
38.19975554,1,1627,13.3283465175,Europe/Rome,,,,REGINA ELENA - IRIS,0,1627,1
38.2009434287,1,1626,13.3272252312,Europe/Rome,,,,REGINA ELENA - DELLE ROSE,0,1626,1
38.1984982575,1,1625,13.3297840925,Europe/Rome,,,,REGINA ELENA - COMMISSARIATO P.S.,0,1625,1
38.2036042622,1,1624,13.3255298144,Europe/Rome,,,,REGINA ELENA - CIRCE,0,1624,1
38.15630833,1,1999,13.32714833,Europe/Rome,,,,STRASBURGO - FRANCIA,0,1999,1
38.14959,1,1998,13.33264667,Europe/Rome,,,,STRASBURGO - DE GASPERI,0,1998,1
38.2028420656,1,1629,13.3261989478,Europe/Rome,,,,REGINA ELENA - STABILIMENTO,0,1629,1
38.15061826,1,559,13.33889902,Europe/Rome,,,,CROCE ROSSA - DE GASPERI,0,559,1
38.17640667,1,558,13.366015,Europe/Rome,,,,CRISTOFORO COLOMBO 3,0,558,1
38.17147333,1,555,13.36639167,Europe/Rome,,,,CRISTOFORO COLOMBO 5,0,555,1
38.17296035,1,554,13.36607248,Europe/Rome,,,,CRISTOFORO COLOMBO 4,0,554,1
38.18048,1,557,13.36560333,Europe/Rome,,,,CRISTOFORO COLOMBO 2,0,557,1
38.18454833,1,551,13.36306333,Europe/Rome,,,,CRISTOFORO COLOMBO 1,0,551,1
38.17145333,1,550,13.36630333,Europe/Rome,,,,CRISTOFORO COLOMBO 5,0,550,1
38.17657021,1,553,13.36606443,Europe/Rome,,,,CRISTOFORO COLOMBO 3,0,553,1
38.18047085,1,552,13.365670145,Europe/Rome,,,,CRISTOFORO COLOMBO 2,0,552,1
38.13719736,1,1191,13.32015366,Europe/Rome,,,,MICHELANGELO 7,0,1191,1
38.13609462,1,1190,13.31641557,Europe/Rome,,,,MICHELANGELO 6,0,1190,1
38.116215,1,1192,13.34420667,Europe/Rome,,,,MICHELE PIAZZA,0,1192,1
38.12496833,1,1759,13.358765,Europe/Rome,,,,ROMA - BELMONTE,0,1759,1
38.11865806,1,1757,13.36254001,Europe/Rome,,,,ROMA - BANDIERA,0,1757,1
38.10362567,1,1756,13.36516052,Europe/Rome,,,,ROCCO JEMMA,0,1756,1
38.09909167,1,1755,13.350945,Europe/Rome,,,,ROCCELLA - VITALI,0,1755,1
38.09833,1,1754,13.35062167,Europe/Rome,,,,ROCCELLA - VITALI,0,1754,1
38.09763443,1,1752,13.3500959,Europe/Rome,,,,ROCCELLA - S. R. ARCANGELO,0,1752,1
38.09711833,1,1751,13.34936167,Europe/Rome,,,,ROCCELLA - S. R. ARCANGELO,0,1751,1
38.0960967,1,1750,13.34819555,Europe/Rome,,,,ROCCELLA - RAITI,0,1750,1
38.13274454,1,1177,13.30817167,Europe/Rome,,,,MICHELANGELO - CAVA,0,1177,1
38.13448698,1,1176,13.31272891,Europe/Rome,,,,MICHELANGELO - CASALINI,0,1176,1
38.13558015,1,1175,13.31480236,Europe/Rome,,,,MICHELANGELO - BRUNELLESCHI,0,1175,1
38.13787553,1,1174,13.32303724,Europe/Rome,,,,MICHELANGELO - BERNINI,0,1174,1
38.13669709,1,1173,13.31799667,Europe/Rome,,,,MICHELANGELO - BADIA,0,1173,1
38.13715658,1,1172,13.31918136,Europe/Rome,,,,MICHELANGELO - BADIA,0,1172,1
38.0973,1,1171,13.41867667,Europe/Rome,,,,MESSINA MARINE 1,0,1171,1
38.09803833,1,1170,13.41099667,Europe/Rome,,,,MESSINA MARINE 2,0,1170,1
38.13288816,1,1179,13.30903043,Europe/Rome,,,,MICHELANGELO - FRONTINI,0,1179,1
38.13851852,1,1178,13.32578688,Europe/Rome,,,,MICHELANGELO - FELICE,0,1178,1
38.08087915,1,1283,13.31893936,Europe/Rome,,,,OLIO DI LINO 5,0,1283,1
38.08130246,1,1282,13.32069889,Europe/Rome,,,,OLIO DI LINO 4,0,1282,1
38.10435667,1,1289,13.36881667,Europe/Rome,,,,ORETO - BERGAMO,0,1289,1
38.10487,1,1288,13.368395,Europe/Rome,,,,ORETO - BERGAMO,0,1288,1
38.197835,1,1579,13.30859,Europe/Rome,,,,POLIBIO - EOLO,0,1579,1
38.19731,1,1578,13.307,Europe/Rome,,,,POLIBIO - AMARILLI,0,1578,1
38.05206215,1,689,13.30962926,Europe/Rome,,,,DEL FANTE - DEL BERSAGLIERE,0,689,1
38.05541333,1,688,13.31223,Europe/Rome,,,,DEL FANTE - DEI CORAZZIERI,0,688,1
38.19941234,1,1573,13.26970473,Europe/Rome,,,,PLAUTO - BAIA DEL CORALLO,0,1573,1
38.11004333,1,1572,13.31827333,Europe/Rome,,,,PITRE' 6,0,1572,1
38.110365,1,1571,13.32227667,Europe/Rome,,,,PITRE' 5,0,1571,1
38.11035333,1,1570,13.32294,Europe/Rome,,,,PITRE' 3,0,1570,1
38.19782833,1,1577,13.27234167,Europe/Rome,,,,PLAUTO - LEONE,0,1577,1
38.19840667,1,1576,13.27098667,Europe/Rome,,,,PLAUTO - FLORIO,0,1576,1
38.19876,1,1575,13.27060667,Europe/Rome,,,,PLAUTO - FLORIO,0,1575,1
38.19904241,1,1574,13.27013388,Europe/Rome,,,,PLAUTO - BAIA DEL CORALLO,0,1574,1
38.1131117,1,1348,13.30643253,Europe/Rome,,,,PANDOLFINI,0,1348,1
38.17547113,1,1223,13.31196559,Europe/Rome,,,,MORMINO,0,1223,1
38.12526566,1,1222,13.33083862,Europe/Rome,,,,MONTUORO,0,1222,1
38.13803965,1,1221,13.35825652,Europe/Rome,,,,MONTEPELLEGRINO - MONTALBO,0,1221,1
38.13745448,1,1220,13.35858643,Europe/Rome,,,,MONTEPELLEGRINO - MONTALBO,0,1220,1
38.14566167,1,1371,13.36998833,Europe/Rome,,,,PAPA SERGIO - VILLA IGIEA,0,1371,1
38.15145167,1,1370,13.370695,Europe/Rome,,,,PAPA SERGIO - TONNARA,0,1370,1
38.11679333,1,1373,13.35197167,Europe/Rome,,,,PAPIRETO - PIAZZA DEL NOVIZIATO,0,1373,1
38.13225589,1,404,13.29363138,Europe/Rome,,,,CENTURIPE - AUGUSTA,0,404,1
38.13227443,1,402,13.29573935,Europe/Rome,,,,CENTURIPE - ALIA,0,402,1
38.09775167,1,1377,13.345455,,,30000,,PARCHEGGIO BASILE CORSIA ESTERNA,0,1377,1
38.13115351,1,400,13.30093101,Europe/Rome,,,,CENTURIPE - ACIREALE,0,400,1
38.11638167,1,1379,13.33168167,,,40000,,PARCHEGGIO DEGLI EMIRI,0,1379,1
38.09788333,1,1378,13.34533667,,,30000,,PARCHEGGIO BASILE CORSIA INTERNA,0,1378,1
38.08052234,1,452,13.39913204,Europe/Rome,,,,CIACULLI 5,0,452,1
38.08054667,1,453,13.39916833,Europe/Rome,,,,CIACULLI 5,0,453,1
38.07605894,1,454,13.40666369,Europe/Rome,,,,CIACULLI 6,0,454,1
38.12561923,1,372,13.30892667,Europe/Rome,,,,CASTELLANA - TEMBIEN,0,372,1
38.12574478,1,376,13.29671726,Europe/Rome,,,,CASTELLANA - VILLA DELLE GINESTRE,0,376,1
38.12148497,1,390,13.35908431,Europe/Rome,,,,CAVOUR,0,390,1
38.133445,1,398,13.307915,Europe/Rome,,,,CENTORBE,0,398,1
38.14468521,1,244,13.34064427,Europe/Rome,,,,BRIGATA VERONA - SICILIA,0,244,1
38.14453333,1,243,13.34050203,Europe/Rome,,,,BRIGATA VERONA - SICILIA,0,243,1
38.14325253,1,242,13.33853745,Europe/Rome,,,,BRIGATA VERONA - LIGURIA,0,242,1
38.13702487,1,249,13.31355805,Europe/Rome,,,,BRUNELLESCHI - BESIO,0,249,1
38.13732333,1,248,13.31366947,Europe/Rome,,,,BRUNELLESCHI - BESIO,0,248,1
38.08464037,1,2275,13.36584925,Europe/Rome,,,,LEVRIERE - BASSOTTO,0,2275,1
38.08173777,1,2274,13.36350683,Europe/Rome,,,,LEVRIERE - SEGUGIO,0,2274,1
38.09706333,1,2277,13.41323833,Europe/Rome,,,,LAUDICINA - BERTETT,0,2277,1
38.14752982,1,2276,13.33665173,Europe/Rome,,,,AUSONIA - VALDEMONE,0,2276,1
38.10743958,1,2271,13.35428791,Europe/Rome,,,,BASILE - RE RUGGERO,0,2271,1
38.09314477,1,2270,13.34394343,Europe/Rome,,,,LUSSORIO CAU - ZACCO,0,2270,1
38.08074013,1,2273,13.36102363,Europe/Rome,,,,LEVRIERE - ANTILOPE,0,2273,1
38.08218335,1,2272,13.35705816,Europe/Rome,,,,ANTILOPE - ROSSA,0,2272,1
38.09755667,1,178,13.34550833,Europe/Rome,,,,BASILE - PARCHEGGIO BASILE,0,178,1
38.09649776,1,177,13.3437109,Europe/Rome,,,,BASILE - MEDAGLIE D'ORO,0,177,1
38.10283946,1,176,13.34879905,Europe/Rome,,,,BASILE - FACOLTA' DI LETTERE,0,176,1
38.10545133,1,175,13.35137799,Europe/Rome,,,,BASILE - FACOLTA' DI INGEGNERIA,0,175,1
38.10368,1,174,13.34967333,Europe/Rome,,,,BASILE - FACOLTA' DI INGEGNERIA,0,174,1
38.10424667,1,173,13.35003,Europe/Rome,,,,BASILE - FACOLTA' DI ECONOMIA E COMMERCIO,0,173,1
38.09564498,1,172,13.34209621,Europe/Rome,,,,BASILE - BRASA,0,172,1
38.19772833,1,2051,13.27302,Europe/Rome,,,,TORRETTA,0,2051,1
38.18839694,1,1502,13.28802154,Europe/Rome,,,,PIAZZA TOMMASO NATALE - PIAZZA MANDORLE,0,1502,1
38.19842902,1,2053,13.27615678,Europe/Rome,,,,TORRETTA - COSMA E DAMIANO,0,2053,1
38.19798742,1,2052,13.27473924,Europe/Rome,,,,TORRETTA - CATULLO,0,2052,1
38.14953167,1,2055,13.315465,Europe/Rome,,,,TRABUCCO - GIUFFRE',0,2055,1
38.14858833,1,2054,13.31538167,Europe/Rome,,,,TRABUCCO - CERVELLO,0,2054,1
38.14725833,1,2057,13.31553167,Europe/Rome,,,,TRABUCCO - PRESTIGIACOMO,0,2057,1
38.15385333,1,2056,13.31566333,Europe/Rome,,,,TRABUCCO - OSPEDALE CERVELLO,0,2056,1
38.151395,1,2059,13.31549,Europe/Rome,,,,TRABUCCO - ROENTGEN,0,2059,1
38.18852309,1,1501,13.28796818,Europe/Rome,,,,PIAZZA TOMMASO NATALE - PIAZZA MANDORLE,0,1501,1
38.05950885,1,1506,13.31783026,Europe/Rome,,,,PIAZZA VILLACIAMBRA,0,1506,1
38.090801,1,651,13.4145844,Europe/Rome,,,,DEI MILLE - SCUOLA NATOLI,0,651,1
38.10997836,1,1972,13.36617172,,,20000,,STAZIONE CENTRALE - ARDIZZONE 2,0,1972,1
38.10996333,1,1971,13.36615333,,,20000,,STAZIONE CENTRALE - ARDIZZONE 1,0,1971,1
38.15336667,1,1970,13.34013833,,,60000,,STADIO,0,1970,1
38.1220902,1,1968,13.35540399,Europe/Rome,,,,STABILE - PIAZZALE UNGHERIA,0,1968,1
38.14752813,1,1619,13.3660537,Europe/Rome,,,,RAMPOLLA - BONANNO,0,1619,1
38.09643833,1,1616,13.34665833,Europe/Rome,,,,RAITI,0,1616,1
38.09687167,1,1617,13.34612333,Europe/Rome,,,,RAITI,0,1617,1
38.10047178,1,1966,13.33287207,Europe/Rome,,,,SS. MEDIATRICE - REGIONE SICILIANA,0,1966,1
38.14679333,1,1615,13.35702167,Europe/Rome,,,,RABIN - SCALA VECCHIA,0,1615,1
38.20141833,1,1612,13.26768167,Europe/Rome,,,,R.T. MARCONI,0,1612,1
38.14375862,1,1613,13.35747868,Europe/Rome,,,,RABIN - AMMIRAGLIO RIZZO,0,1613,1
38.20857,1,1610,13.28244333,Europe/Rome,,,,PUNTA BARCARELLO,0,1610,1
38.20848667,1,1611,13.28235,Europe/Rome,,,,PUNTA BARCARELLO,0,1611,1
38.120872278,1,1768,13.361525354,Europe/Rome,,,,ROMA - POSTE,0,1768,1
38.119205,1,1769,13.36230833,Europe/Rome,,,,ROMA - S. DOMENICO,0,1769,1
38.11196214,1,1762,13.36591959,Europe/Rome,,,,ROMA - FS,0,1762,1
38.11574173,1,1763,13.36398304,Europe/Rome,,,,ROMA - LATTARINI,0,1763,1
38.1122955767,1,1761,13.3657121667,Europe/Rome,,,,ROMA - FIUME,0,1761,1
38.11383,1,1766,13.36500167,Europe/Rome,,,,ROMA - PALAZZO GANCI,0,1766,1
38.12021325,1,1767,13.36178362,Europe/Rome,,,,ROMA - POSTE,0,1767,1
38.1155261,1,1764,13.36418132,Europe/Rome,,,,ROMA - LATTARINI,0,1764,1
38.11397752,1,1765,13.36482257,Europe/Rome,,,,ROMA - PALAZZO GANCI,0,1765,1
38.10667,1,1142,13.384345,Europe/Rome,,,,MESSINA MARINE - CAPPELLO,0,1142,1
38.10678833,1,1143,13.38389333,Europe/Rome,,,,MESSINA MARINE - CAPPELLO,0,1143,1
38.1061,1,1140,13.38667833,Europe/Rome,,,,MESSINA MARINE - BUCCHERI LA FERLA,0,1140,1
38.10648667,1,1141,13.38568667,Europe/Rome,,,,MESSINA MARINE - BUCCHERI LA FERLA,0,1141,1
38.10331167,1,1147,13.39327,Europe/Rome,,,,MESSINA MARINE - CLOBER,0,1147,1
38.100045,1,1144,13.402815,Europe/Rome,,,,MESSINA MARINE - CARACAUSI,0,1144,1
38.10042833,1,1145,13.40179333,Europe/Rome,,,,MESSINA MARINE - CARACAUSI,0,1145,1
38.105435,1,1148,13.38859,Europe/Rome,,,,MESSINA MARINE - D' AOSTA,0,1148,1
38.10586167,1,1149,13.387675,Europe/Rome,,,,MESSINA MARINE - D' AOSTA,0,1149,1
38.16192099,1,692,13.33371075,Europe/Rome,,,,DEL FANTE - PIAZZA NISCEMI,0,692,1
38.10944652,1,1547,13.3121708,Europe/Rome,,,,PITRE' - AEROCLUB,0,1547,1
38.10648656,1,1544,13.34499031,Europe/Rome,,,,PISANI - INGRIA,0,1544,1
38.05077373,1,691,13.308854975,Europe/Rome,,,,DEL FANTE - PIANO MAGLIO,0,691,1
38.10908022,1,1542,13.34972151,Europe/Rome,,,,PISANI - INDIPENDENZA,0,1542,1
38.16045795,1,697,13.33478656,Europe/Rome,,,,DEL FANTE - TEATRO DELLA VERDURA,0,697,1
38.15545253,1,694,13.33863884,Europe/Rome,,,,DEL FANTE - PIAZZETTA SALERNO,0,694,1
38.15423872,1,695,13.33952531,Europe/Rome,,,,DEL FANTE - STADIO DELLE PALME,0,695,1
38.16129654,1,698,13.33428688,Europe/Rome,,,,DEL FANTE - VILLA ROSATO,0,698,1
38.10551333,1,699,13.36262833,Europe/Rome,,,,DEL VESPRO - DELLE CLINICHE,0,699,1
38.10946167,1,1548,13.31131,Europe/Rome,,,,PITRE' - AEROCLUB,0,1548,1
38.11046167,1,1549,13.336315,Europe/Rome,,,,PITRE' - ALTARELLO,0,1549,1
38.193020835,1,542,13.34129583,Europe/Rome,,,,CRISTOFORO COLOMBO - PIETRO ROMBULO,0,542,1
38.19017305,1,543,13.34547579,Europe/Rome,,,,CRISTOFORO COLOMBO - ROOSEVELT,0,543,1
38.188933335,1,540,13.34838667,Europe/Rome,,,,CRISTOFORO COLOMBO - PIETRO DE GUEVARA,0,540,1
38.19314,1,541,13.34096,Europe/Rome,,,,CRISTOFORO COLOMBO - PIETRO ROMBULO,0,541,1
38.16699333,1,547,13.366205,Europe/Rome,,,,CRISTOFORO COLOMBO - VERGINE MARIA,0,547,1
38.1899525,1,544,13.345955835,Europe/Rome,,,,CRISTOFORO COLOMBO - ROOSEVELT,0,544,1
38.16652668,1,545,13.36598933,Europe/Rome,,,,CRISTOFORO COLOMBO - VERGINE MARIA,0,545,1
38.18503333,1,548,13.36246333,Europe/Rome,,,,CRISTOFORO COLOMBO 1,0,548,1
38.17298333,1,549,13.36603833,Europe/Rome,,,,CRISTOFORO COLOMBO 4,0,549,1
38.08565681,1,764,13.35858777,Europe/Rome,,,,ERMELLINO - LONTRA,0,764,1
38.08570256,1,765,13.35885425,Europe/Rome,,,,ERMELLINO - LONTRA,0,765,1
38.08578031,1,414,13.36922005,Europe/Rome,,,,CHIAVELLI - COLNAGO,0,414,1
38.09159522,1,410,13.3687447,Europe/Rome,,,,CHIAVELLI - AL CASALE,0,410,1
38.08198017,1,411,13.36760938,Europe/Rome,,,,CHIAVELLI - BAGNERA,0,411,1
38.09654716,1,412,13.36884624,Europe/Rome,,,,CHIAVELLI - CADUTI DELL'8 LUGLIO 1960,0,412,1
38.07998185,1,413,13.36815119,Europe/Rome,,,,CHIAVELLI - CARDINALE,0,413,1
38.12580667,1,1384,13.33747,Europe/Rome,,,,PARISIO - FALCANDO,0,1384,1
38.12505236,1,1386,13.33427975,Europe/Rome,,,,PARISIO - LANCIA DI BROLO,0,1386,1
38.12511167,1,1387,13.34364,Europe/Rome,,,,PARLATORE - ADRIA,0,1387,1
38.20128667,1,1380,13.3232,Europe/Rome,,,,PARCHEGGIO GALATEA,0,1380,1
38.20104,1,1381,13.32267,Europe/Rome,,,,PARCHEGGIO GALATEA,0,1381,1
38.20719727,1,1382,13.32191393,Europe/Rome,,,,PARCHEGGIO MONGIBELLO ALTO,0,1382,1
38.2070687,1,1383,13.32284599,Europe/Rome,,,,PARCHEGGIO MONGIBELLO BASSO,0,1383,1
38.12556754,1,368,13.29897165,Europe/Rome,,,,CASTELLANA - S. ISIDORO,0,368,1
38.12571629,1,366,13.31136078,Europe/Rome,,,,CASTELLANA - ROCCAZZO,0,366,1
38.12563942,1,367,13.30097628,Europe/Rome,,,,CASTELLANA - ROGAZIONISTI,0,367,1
38.12583722,1,364,13.29229893,Europe/Rome,,,,CASTELLANA - PANTALICA,0,364,1
38.12579753,1,362,13.2983923,Europe/Rome,,,,CASTELLANA - MODICA,0,362,1
38.12546309,1,363,13.29345435,Europe/Rome,,,,CASTELLANA - MONTEVAGO,0,363,1
38.12584922,1,360,13.30003088,Europe/Rome,,,,CASTELLANA - LERCARA,0,360,1
38.1813752,1,380,13.31575828,Europe/Rome,,,,CASTELLOTTI - AGESIA DI SIRACUSA,0,380,1
38.18297286,1,381,13.31461353,Europe/Rome,,,,CASTELLOTTI - MARCIANO,0,381,1
38.10413822,1,385,13.34167615,Europe/Rome,,,,CATALANO - LOI,0,385,1
38.19771234,1,386,13.2746467,Europe/Rome,,,,CATULLO,0,386,1
38.19668052,1,387,13.31538007,Europe/Rome,,,,CAVARRETTA - CASTELFORTE,0,387,1
38.19823,1,388,13.318295,Europe/Rome,,,,CAVARRETTA - SALINE,0,388,1
38.19741934,1,389,13.31676274,Europe/Rome,,,,CAVARRETTA - TUBEROSA,0,389,1
38.12350394,1,1743,13.31009477,Europe/Rome,,,,ROCCAZZO - MASSAUA,0,1743,1
38.12115859,1,1253,13.33528742,Europe/Rome,,,,NOCE - LITTARA,0,1253,1
38.11888385,1,2190,13.36924553,Europe/Rome,,,,VITTORIO EMANUELE - S. MARIA DELLA CATENA,0,2190,1
38.07904667,1,2191,13.439045,Europe/Rome,,,,VITTORIO EMANUELE - UMBERTO I,0,2191,1
38.11292024,1,2192,13.35469991,Europe/Rome,,,,VITTORIO EMANUELE - VILLA BONANNO,0,2192,1
38.18889171,1,259,13.29434586,Europe/Rome,,,,CADUTI SUL LAVORO 1,0,259,1
38.11685805,1,2194,13.3642593,Europe/Rome,,,,VITTORIO EMANUELE - VUCCIRIA,0,2194,1
38.076955,1,2195,13.44472167,Europe/Rome,,,,VITTORIO EMANUELE - XXIV MAGGIO,0,2195,1
38.119525,1,2196,13.35391333,Europe/Rome,,,,VOLTURNO - CAPO,0,2196,1
38.13990562,1,252,13.31418976,Europe/Rome,,,,BRUNELLESCHI - VANVITELLI,0,252,1
38.10258815,1,253,13.37397758,Europe/Rome,,,,BUONRIPOSO,0,253,1
38.138805,1,250,13.313955,Europe/Rome,,,,BRUNELLESCHI - BUONFORNELLO,0,250,1
38.13884943,1,251,13.31389906,Europe/Rome,,,,BRUNELLESCHI - BUONFORNELLO,0,251,1
38.10379009,1,257,13.3743357,Europe/Rome,,,,BUONRIPOSO - PIAZZA SCAFFA,0,257,1
38.10089419,1,255,13.37355224,Europe/Rome,,,,BUONRIPOSO - ORETO,0,255,1
38.17820167,1,2204,13.31241667,Europe/Rome,,,,ZAPPA,0,2204,1
38.1385493,1,2206,13.3354791,Europe/Rome,,,,ZAPPALA',0,2206,1
38.13911667,1,2207,13.3353,Europe/Rome,,,,ZAPPALA',0,2207,1
38.16637,1,2208,13.30500167,Europe/Rome,,,,ZONA INDUSTRIALE - CITTA' GIARDINO,0,2208,1
38.10032458,1,169,13.34709853,Europe/Rome,,,,BASILE - ARTALE,0,169,1
38.204784,1,164,13.28096464,Europe/Rome,,,,BARCARELLO 4,0,164,1
38.12096669,1,165,13.36602852,Europe/Rome,,,,BARILLAI - S. SEBASTIANO,0,165,1
38.0952904875,1,167,13.34194104,Europe/Rome,,,,BASILE - ANELLI,0,167,1
38.20467,1,161,13.280885,Europe/Rome,,,,BARCARELLO 1,0,161,1
